PVF,E
16.73258441721887, 9.088836739165778
16.791844730319067, 10.051741321665618
16.949434482607675, 10.506775144373838
16.743254556696744, 10.42106974475695
17.184013395128947, 10.884939175673097
17.32174027238951, 11.341563407858743
17.967037476812965, 10.896248754179243
17.871498689488, 10.673414715175333
18.239700579470654, 10.448460130201523
18.499231202770954, 10.23340142642059
19.004339190054335, 9.986887957419437
20.06330949423539, 12.557343097269444
20.78969975869069, 11.982498427261739
20.72600723380738, 12.224947516487246
21.516254179137963, 11.15071427056753
21.580603327989145, 11.013585631180508
19.01189036568483, 8.729050772939006
20.33630090887701, 8.253341627024238
21.027397635059344, 8.396655192156807
20.998342024481133, 7.418553363539333
21.67745536324985, 6.92534971337287
22.016437486662326, 7.3453945275777
22.487236871624543, 7.945332324895917
23.599393717203, 8.281792285453761
25.9056212483516, 9.201579099898922
24.021110460566995, 7.718787330444679
23.302435527734154, 7.538540923002976
22.534021329335225, 6.85183745308292
22.97871991157464, 5.8583616661836535
22.244121847520972, 5.016328203968248
24.278342899979755, 5.749506973061997
24.34351282879077, 5.315678610052802
25.749508899990698, 2.8231535345967074
15.763899908619832, 10.450580676171425
15.529977620066429, 11.074551327815202
16.03327989143817, 11.562453613056908
15.430006620958343, 12.621843037187308
15.130914403593923, 14.191753903571707
14.168139510705707, 16.027970001343014
13.923711238666398, 14.734436959702558
13.15381963633976, 13.626451690428564
13.998566371003486, 12.849625016787655
14.058975776047452, 13.460872392612018
14.47264887580505, 12.612654004651064
14.805393071522767, 13.432421734182494
14.786022664470625, 12.151788680525613
12.915957603979141, 11.659291879015784
12.607672651064552, 12.277077604914012
10.996481589905502, 13.024039922812127
9.864133557315066, 12.610533458681163
8.578792140211105, 12.906172909318386
8.715698237511834, 13.621503749832124
8.884778909238152, 14.206597725361023
10.17635825403687, 14.623108296282684
9.82309455932324, 13.70632558862822
10.70100080436436, 14.887646406028006
11.293932247350249, 13.895937740770323
11.01535952898174, 15.889074240314407
9.992503543033493, 16.79631449110431
9.144473688530422, 16.885907558332686
8.787926873977446, 16.56287772225089
12.488823712880228, 15.255737843970229
11.797070362730024, 14.517080997787565
7.545266014784984, 16.00676454164399
9.316345012120184, 15.730563429064203
8.36867247049296, 15.648922409222962
7.592871252455501, 14.628056236879122
5.43257839816583, 15.58159507467856
6.397323162957654, 16.225004064379775
6.369252488331245, 15.233825535614569
7.339414400857989, 16.641514635301437
7.705810574929003, 17.137722392258596
7.988323037104727, 16.58814756172556
4.732617248417263, 13.89275692181547
6.483176746756551, 13.44620528298686
5.394494208029417, 15.976016625080405
5.652219115418078, 16.634092724406777
5.919957538316745, 17.039117004658134
7.356322468030621, 16.841552805128895
6.99403019375879, 17.329278378206443
6.775866880434248, 16.954471878026197
6.411933046242743, 16.61447767418518
6.065235591207806, 16.156616456850426
5.330801683146104, 15.69239360160596
5.36511028546727, 16.316717677578055
5.13348618080141, 16.72386250379931
4.990998779773793, 18.013861302156595
5.494465207137503, 18.607790885893422
5.726089311803364, 17.84368748807193
6.778985844281626, 17.934870964777733
5.750220242622556, 18.977296021148913
4.899563892248007, 19.68449810211136
4.38624810536626, 19.419606568037718
4.38624810536626, 18.754285269980844
3.9075692327896125, 18.14445159146975
3.179537408414636, 17.709739667639763
3.918731840243389, 17.050426583164278
4.1038997991825035, 17.236681204187374
3.6227585867263468, 16.517285983897988
4.57650490005636, 16.454199741293394
3.7179690620673806, 20.464505594707116
2.8595973800703685, 20.577601379768577
2.781294971901966, 20.03774571826426
3.2645702122536977, 19.72143094442049
2.360070696513874, 19.30173955454398
3.6063429875296165, 19.217977988732834
3.237484473579093, 18.915976900185903
1.6456638194721838, 19.457422971167645
1.7242945396245206, 20.286026308907
2.040623136145508, 20.704304001470245
2.0064786898163094, 19.409003838188205
1.832801650314906, 17.89016278724562
0.9366740901654146, 18.557604631272397
2.125327628000635, 19.049571296289752
2.3789486355901137, 19.138457514861493
1.1295573807269923, 18.655149745887908
1.9631415079369423, 18.83097834922565
2.198705356410018, 18.33494730443265
2.954479543427468, 18.84529203452249
1.629412376267421, 19.733977508075746
1.1164249013696081, 19.89019106119189
0.647595388310999, 20.013712863938704
0.8294802274107675, 21.112509100676455
2.241550070313483, 20.87801205883808
14.682768545523194, 10.855074819930305
15.958588915093049, 12.243148869395574
17.295147001690808, 11.796597230566963
18.887788435757553, 10.209368572095029
19.684929932750762, 8.958953298509256
20.129136047014278, 10.239763064330296
20.79774340229709, 9.10650795558163
22.334900111078888, 8.097128073908095
24.69464249560883, 7.24802612512635
24.72304148221917, 6.613099319304744
25.820260132528606, 7.067956429848805
25.919902819652755, 5.958910887589858
25.381142854016076, 5.283693708340108
27.507291261976548, 5.7979261060414355
28.137486115139016, 6.547539106401929
28.65326424190027, 4.27943847942717
27.668328290096472, 4.725459981763305
28.077076710095046, 5.031702162250041
29.14523974982627, 4.768577749817987
29.113393487384613, 3.948279883794081
