Calcium(mg/g),Young's_modulus(GPa)
270.8825275681954,16.67275733417466
268.4921502812896,12.940583995702106
269.1979008475228,12.624578656074721
259.9901153840257,15.318270365514461
270.4840172412946,17.284086630543325
262.4477842668052,14.760201917682235
267.82689970009767,14.746931723309679
253.2809453151966,13.711163065493775
271.01566698980326,14.507886665366982
266.9645968212349,14.906400260730969
249.69420353080685,13.631186221737405
260.77488631798576,12.744544665804508
270.4181991840168,15.76953733646647
262.4477842668052,14.308832261588169
261.1187119903324,11.160651648840627
256.73456256220675,17.031673157657412
278.45496799072293,12.953745552170751
274.07175626897646,12.515549358069045
268.2927016228721,13.64465136906082
263.2442244357054,11.877990704762361
273.4064908035563,12.847636083856557
267.6947426375537,8.012869871137589
271.6799352119313,13.64465136906082
254.465625693512,15.085264384476982
277.9896572474805,16.686323678449664
275.66661620913294,16.467068577304797
276.99421494700994,18.187114651681583
274.4043741174583,18.851288103256607
283.10444367145686,17.11145653665339
264.30746439580975,14.84007012353469
271.9462438236034,13.81717580142777
256.8008866832447,16.938631489812593
251.84556988063295,10.864358880106913
255.60545989213995,12.794474944081244
250.4911497634673,14.09601656058349
255.07382502785956,13.711163065493775
249.62689705070505,12.781115458280812
251.75290067561,10.762248179571014
254.5412375729718,13.910123713273322
238.99982600337188,11.798214766718704
253.54628645203312,14.946480206322725
236.80800432118915,12.037353580660668
245.110560791579,11.107508367350889
243.05187853100406,11.745156312085449
271.5472720856272,11.665369956708542
239.46463068285416,12.329656510758873
264.7712867162282,12.688170522816193
234.41715073897961,12.82091115949384
249.4932664495653,11.412968389346343
241.45700370661936,13.113108428069058
254.01156742681908,12.648377797984097
269.3564029940518,12.27649239460263
267.6279273369838,13.45856356879979
270.683019372865,15.955812648726035
254.2778760384912,8.557382392028064
253.67844351457708,12.953745552170751
280.4482787208673,12.475655436285358
259.5901761712139,15.238585207089145
249.4932664495653,11.267066196200055
268.9560023701645,12.435765979073068
249.1625835507547,8.105721050602941
248.16665007075218,7.481429615287887
249.09625942971675,10.988225437044335
262.71212816034955,10.164578983476623
254.01156742681908,10.961594268680884
255.20748539745577,10.602787083102044
261.75176798584096,11.192549523258187
259.05953855022557,15.557306494314368
262.4477842668052,12.82091115949384
270.8825275681954,14.149168771216015
261.84933410195487,11.665369956708542
261.4508684277388,12.130200295554626
266.831948579159,13.352357368105402
234.88246148222206,11.386536638505145
253.1487733684244,9.07536642969714
257.26616765803067,9.181776512485175
263.2442244357054,9.354406606375111
257.9962985901212,10.350381051168455
250.69013701080937,9.620075391728935
245.64219565585938,10.151316230056388
266.36567036108096,13.153099082232941
249.1625835507547,12.303122074775619
224.98552136697944,10.031741614418781
232.62330355148106,10.908150372717301
249.4932664495653,10.270895310265391
243.05187853100406,11.665369956708542
243.5161771467262,5.263305538896091
250.35848663716314,6.963640530569663
251.6241372171048,7.419693522055731
260.05596320976,8.424646219921812
248.10032594971423,10.68266421809729
249.29526156128708,7.149536354260768
259.1931691513653,7.959815881075727
268.15953243280774,10.071634048012001
255.60545989213995,7.348693443181631
253.67844351457708,7.919828203292774
244.77940159746467,7.083017216875483
238.60134544492755,10.722355745977794
244.97789766527484,8.065836057962045
244.11461242734822,14.189253181379165
252.0187181077502,12.874258323077221
227.24320575912466,12.27649239460263
244.36776338125608,13.400725046394339
261.1850509955986,30.141370653181678
280.58046555186775,31.589102427685106
279.58502325139716,33.02357516924446
259.5901761712139,22.26494106021665
263.3778550368452,15.318270365514461
268.02639301119996,16.912105982972125
249.82688154133922,17.00494525691376
252.7488341556125,17.682393367432738
274.00444978887464,19.090434358150894
264.30746439580975,15.265115178501006
243.25085089411792,17.058198664497876
275.59834225419553,18.147512415228952
274.33708252158476,22.437472933535926
271.4136414844874,14.81345532526635
242.2549174141154,16.553388088821162
255.67227519270983,22.835983552518986
254.67486817411154,16.32760280791777
266.29985230380316,15.929296071028354
237.27277923221496,17.084724171338344
245.7753350774672,19.674831871682265
249.29526156128708,17.629436109751072
261.58399296511834,21.228880717069693
250.4248107582011,16.394025212922852
251.08910874878563,16.593180813653255
263.8411861777317,19.329390124665718
251.4861157686342,16.23465787245315
255.07382502785956,18.027550870070556
246.7712685574697,18.09416971621696
219.80390475820496,16.088557749975074
240.19574397400856,19.26306445204083
239.8631112412985,15.889202731722417
236.3431698732504,15.530780987473904
234.4830134489421,16.978622143976477
244.246322963045,14.84007012353469
233.48658878940768,17.376836613057087
234.21768719633383,14.00306864873794
236.14372121483285,16.699485234918306
240.32842198454094,15.982345596518826
231.4942306498707,16.633167003245745
245.110560791579,18.58580980628225
259.5901761712139,19.342749610466146
250.4248107582011,16.593180813653255
243.91660753907,15.663331135772083
241.79012761886136,16.43391020556375
265.17074963373636,16.43391020556375
246.3723117037217,16.593180813653255
246.90442286330577,18.58580980628225
233.2212625367994,16.792331949812265
244.7125862968948,17.483237766702334
239.66413887818464,17.097998830282297
263.0462046631989,26.14517595619958
272.61005063465603,31.349960637362212
263.17790031466745,18.904443290270063
284.89732338411983,24.64233872107888
263.3778550368452,25.54555276602521
275.26767423961314,16.92536873639236
260.9855576844963,20.56469833635188
266.63196408852485,18.29351580532683
256.4692363095985,21.61412262987066
270.35089270391506,18.665297035375776
263.2442244357054,21.29519746055179
275.001365627941,20.405330995882178
248.72266530088987,17.160998397218872
265.83454156056075,15.76953733646647
241.3238494007833,18.33330406558753
253.34826667952663,20.75068493966132
248.1856869986713,18.83295806130452
249.09625942971675,20.63121449735623
264.4401424063421,21.68043639697183
252.9488186462467,17.16461172366684
245.17737609214885,18.426155245052882
251.08910874878563,24.12435170702887
253.8116127046414,19.448957299351
255.07382502785956,22.889131298580118
283.96771402515526,17.190838104223932
277.12784554814965,16.380755018550296
238.07024641286378,17.469878280901902
253.21558866899426,16.92536873639236
270.54989483548536,20.72415943282085
285.76060862204645,21.773489970340364
269.15545102858204,18.598975827322285
262.4477842668052,22.743038617054367
274.53608465315506,24.602441822914265
262.603860284131,22.921219661377144
284.10088321521954,21.97264259468984
275.26767423961314,26.183115883903284
297.3187476827117,18.638771528535308
266.498824666917,20.41859374930241
302.1677166745479,19.342749610466146
268.7570002385942,18.731822125522914
258.19625331229895,19.91378466181616
278.41155069694656,21.489092307989946
269.7534100139004,23.500063248094744
249.7605276518448,16.765801978400404
253.54628645203312,16.57991359566163
272.8094992930736,24.48297138060918
271.9462438236034,24.20413062145346
287.7534579411153,24.390023468763626
283.0376432551152,15.105645152889249
287.88708854225507,19.23643328367738
289.1493157497015,21.99916810153031
272.27692672241403,19.83419921215197
284.89732338411983,23.5664826767189
282.17532549202423,23.35406432256826
273.6732905947604,22.158632174380205
286.69120034007483,22.623459536845363
259.9901153840257,17.655771128212074
258.4620558602109,17.11145653665339
245.7753350774672,15.86277842183354
241.25800157504904,23.61963042278003
239.66413887818464,22.610100051044935
250.82329131664542,23.699409337204614
263.77487694092196,20.604592258135565
249.69420353080685,18.00112358380075
248.69728769174048,21.97264259468984
257.26616765803067,19.409258330518174
259.4584954039736,22.42430393611496
241.19167745401109,22.929016291221018
248.56365709060074,23.646252662000695
212.76356061103328,19.23643328367738
211.7008118304609,15.703314348983643
236.67532631065677,17.74881577243782
235.67890165112232,15.185424067313832
249.4932664495653,24.562644633510775
257.3993070796385,22.211791825965054
262.1946481971255,23.489138441894347
265.5019088278506,23.47344100887408
246.7712685574697,19.090434358150894
224.5865645132314,20.08660524408556
245.7753350774672,23.500063248094744
243.3835289046503,4.811742418041632
257.8636205795889,6.471998952313918
242.5207348462556,6.7245017166276995
252.7488341556125,5.9010546805822415
231.56055477090865,8.88947358238697
240.32842198454094,6.485362902685736
235.87839496222458,7.149536354260768
236.3431698732504,8.278354120873807
221.59775194570352,2.035844555529593
230.63045423241215,2.8059414516107424
216.28348709485317,3.7092611580800536
212.89525626250182,5.542339762812205
223.45697066363266,2.1553194624060765
215.61920398849688,3.2044431414510157
259.25852579756764,19.555261720616052
260.25542675240575,16.447278620506967
248.69728769174048,17.709021559415262
255.47278188160757,18.359939698522375
245.64219565585938,20.41859374930241
252.28404436035848,19.727894790886918
262.5794501498172,16.57991359566163
255.20748539745577,20.41859374930241
234.41715073897961,18.147512415228952
244.31264708408295,15.902664902664903
240.6605337692626,17.536296221335594
261.6493496113207,19.14358656878342
244.31264708408295,18.811304890045047
239.39783026651253,16.805698876565017
247.56870596966206,20.126405409869978
252.086024587852,17.908180136526592
255.47278188160757,14.959455738983298
256.8008866832447,14.826520149354796
252.48399908253617,14.906400260730969
262.5794501498172,14.84007012353469
256.9335349253206,15.889202731722417
271.28148442194345,7.72068004351469
247.96766282341008,6.538515113318262
252.28404436035848,10.602787083102044
276.4625800827295,9.79279328885628
253.8116127046414,7.5612115060934
259.9227940196957,7.508063760032265
275.067689748979,9.354406606375111
263.17790031466745,7.109745117619134
272.676374755694,7.32216347176977
268.15953243280774,7.1893335436642545
264.37329733731576,5.4096065670868825
257.58759256687597,5.104240301090698
263.6431812894534,8.105721050602941
261.4508684277388,8.198957671398617
243.58299244729608,6.7778578093538755
253.08195806785452,4.347016252528064
268.69115241285994,4.081237341079863
254.01156742681908,3.8952492495799618
260.05596320976,6.711048474828004
245.17737609214885,7.20259629708449
246.04113762537915,7.109745117619134
252.4171837819663,3.722532840643076
245.57584176636496,6.3655933340972695
255.9376014453181,4.6657420043246844
253.2809453151966,6.419034253679925
253.21558866899426,5.701610370901712
253.08195806785452,4.519446928895746
251.08910874878563,7.5213265134525
256.6686998522443,3.2842220558756026
245.70901095642924,4.546070656306881
267.2952797200455,6.007362078228219
255.27331833896181,7.508063760032265
253.21558866899426,7.627727667097744
265.5687241284205,6.140003006144738
242.05594505100154,4.931314057298309
259.05953855022557,6.113574231684467
247.236073236952,4.758494963219377
196.49009804389985,10.642669099362013
194.82840791894526,9.44715212431748
186.85846929703726,7.8268847560186146
188.38651393662386,10.32394185937493
203.66309043314743,9.646693166378206
171.5809253256781,8.876114096586537
184.2013517558403,6.80409014267282
178.3564343997734,7.415010186663729
255.73810813421585,28.268499323617434
270.21919705244653,25.465976245503803
276.3294406611217,21.228880717069693
271.1488064114111,23.885302184514785
273.20750355621425,28.401336692675276
262.71212816034955,27.166120748797915
270.21919705244653,29.57023886945147
265.30293646473683,25.41271986153876
267.7615579381236,27.47157779441244
268.0922110684777,28.28176207703767
278.91974290174875,24.177402720709807
266.0344962827384,26.873920503841767
258.6610579917812,26.010485790013348
272.0125679446414,23.393852582828963
281.8422015797822,31.097656546475445
246.3723117037217,20.126405409869978
263.5768571684155,22.251673842225024
254.14519802795883,22.052327753115154
